# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-T" "5" "-a" "Synechocystis_v2_trimmed.saf" "-s" "0" "-o" "CO2_30_g8_r3.featureCounts.txt" "CO2_30_g8_r3.bam" 
Geneid	Chr	Start	End	Strand	Length	CO2_30_g8_r3.bam
sll0471|157	sll0471|157	1	18	.	18	172
sll0470|212	sll0470|212	1	22	.	22	64
sll0470|230	sll0470|230	1	17	.	17	90
sll0470|43	sll0470|43	1	20	.	20	38
sll0470|247	sll0470|247	1	19	.	19	108
sll0470|112	sll0470|112	1	19	.	19	60
sll0473|7	sll0473|7	1	20	.	20	75
sll0473|40	sll0473|40	1	20	.	20	67
sll0473|52	sll0473|52	1	17	.	17	84
sll0473|104	sll0473|104	1	17	.	17	199
sll0473|73	sll0473|73	1	17	.	17	53
ppsA|79	ppsA|79	1	22	.	22	56
ppsA|175	ppsA|175	1	17	.	17	121
ppsA|25	ppsA|25	1	21	.	21	176
ppsA|115	ppsA|115	1	21	.	21	94
ppsA|56	ppsA|56	1	21	.	21	83
sll0474|41	sll0474|41	1	19	.	19	81
sll0474|79	sll0474|79	1	17	.	17	90
sll0474|151	sll0474|151	1	19	.	19	79
sll0474|25	sll0474|25	1	21	.	21	176
sll0474|163	sll0474|163	1	21	.	21	105
sll0477|87	sll0477|87	1	21	.	21	288
sll0477|132	sll0477|132	1	22	.	22	440
sll0477|52	sll0477|52	1	19	.	19	122
sll0477|163	sll0477|163	1	17	.	17	507
sll0477|152	sll0477|152	1	20	.	20	101
nifS3|217	nifS3|217	1	18	.	18	58
nifS3|179	nifS3|179	1	21	.	21	92
nifS3|109	nifS3|109	1	20	.	20	35
nifS3|11	nifS3|11	1	20	.	20	61
nifS3|77	nifS3|77	1	21	.	21	59
slr0626|193	slr0626|193	1	21	.	21	76
slr0626|145	slr0626|145	1	18	.	18	104
slr0626|46	slr0626|46	1	20	.	20	38
slr0626|9	slr0626|9	1	17	.	17	231
slr0626|65	slr0626|65	1	21	.	21	336
slr0624|64	slr0624|64	1	22	.	22	220
slr0624|14	slr0624|14	1	21	.	21	22
slr0624|44	slr0624|44	1	17	.	17	84
slr0624|31	slr0624|31	1	22	.	22	64
slr0624|3	slr0624|3	1	17	.	17	23
slr0625|136	slr0625|136	1	17	.	17	170
slr0625|229	slr0625|229	1	20	.	20	158
slr0625|108	slr0625|108	1	17	.	17	69
slr0625|53	slr0625|53	1	18	.	18	101
slr0625|189	slr0625|189	1	18	.	18	133
slr0789|82	slr0789|82	1	19	.	19	167
slr0789|237	slr0789|237	1	21	.	21	64
slr0789|201	slr0789|201	1	17	.	17	86
slr0789|70	slr0789|70	1	22	.	22	209
slr0789|52	slr0789|52	1	19	.	19	180
ssl0511|54	ssl0511|54	1	20	.	20	268
ssl0511|112	ssl0511|112	1	19	.	19	96
ssl0511|155	ssl0511|155	1	20	.	20	230
gidB|32	gidB|32	1	21	.	21	67
gidB|130	gidB|130	1	18	.	18	42
gidB|44	gidB|44	1	21	.	21	270
gidB|87	gidB|87	1	17	.	17	54
gidB|108	gidB|108	1	17	.	17	113
slr0787|70	slr0787|70	1	22	.	22	109
slr0787|133	slr0787|133	1	19	.	19	542
slr0787|402	slr0787|402	1	18	.	18	62
slr0787|329	slr0787|329	1	18	.	18	194
slr0787|369	slr0787|369	1	17	.	17	38
gspE2|10	gspE2|10	1	20	.	20	125
gspE2|52	gspE2|52	1	18	.	18	73
gspE2|118	gspE2|118	1	21	.	21	91
gspE2|76	gspE2|76	1	20	.	20	85
gspE2|21	gspE2|21	1	19	.	19	116
sll0783|18	sll0783|18	1	19	.	19	72
sll0783|69	sll0783|69	1	21	.	21	132
sll0783|213	sll0783|213	1	22	.	22	401
sll0783|87	sll0783|87	1	21	.	21	113
sll0783|246	sll0783|246	1	20	.	20	68
sll0549|130	sll0549|130	1	17	.	17	5
sll0549|28	sll0549|28	1	20	.	20	186
sll0549|39	sll0549|39	1	17	.	17	94
sll0549|107	sll0549|107	1	17	.	17	136
sll0549|84	sll0549|84	1	17	.	17	106
sll0786|279	sll0786|279	1	21	.	21	165
sll0786|214	sll0786|214	1	20	.	20	31
sll0786|323	sll0786|323	1	21	.	21	154
sll0786|199	sll0786|199	1	20	.	20	126
sll0786|231	sll0786|231	1	19	.	19	90
sll0785|34	sll0785|34	1	18	.	18	195
sll0785|157	sll0785|157	1	22	.	22	112
sll0785|174	sll0785|174	1	22	.	22	82
sll0785|57	sll0785|57	1	17	.	17	101
sll0785|188	sll0785|188	1	21	.	21	140
sll0545|225	sll0545|225	1	17	.	17	0
sll0545|283	sll0545|283	1	19	.	19	160
sll0545|73	sll0545|73	1	21	.	21	4
sll0545|34	sll0545|34	1	20	.	20	42
sll0545|209	sll0545|209	1	20	.	20	40
sll0544|81	sll0544|81	1	19	.	19	200
sll0544|44	sll0544|44	1	19	.	19	194
sll0544|3	sll0544|3	1	20	.	20	3
sll0544|114	sll0544|114	1	20	.	20	131
sll0544|29	sll0544|29	1	20	.	20	82
sll0547|98	sll0547|98	1	20	.	20	262
sll0547|128	sll0547|128	1	17	.	17	177
sll0547|11	sll0547|11	1	17	.	17	164
sll0547|177	sll0547|177	1	22	.	22	216
sll0547|55	sll0547|55	1	18	.	18	204
slr0078|48	slr0078|48	1	18	.	18	180
slr0078|98	slr0078|98	1	19	.	19	498
slr0078|122	slr0078|122	1	19	.	19	182
slr0078|37	slr0078|37	1	19	.	19	191
slr0078|25	slr0078|25	1	19	.	19	149
sll0540|135	sll0540|135	1	18	.	18	67
sll0540|95	sll0540|95	1	17	.	17	69
sll0540|49	sll0540|49	1	18	.	18	144
sll0540|147	sll0540|147	1	21	.	21	159
sll0540|113	sll0540|113	1	18	.	18	173
sll0543|113	sll0543|113	1	20	.	20	69
sll0543|144	sll0543|144	1	21	.	21	47
sll0543|79	sll0543|79	1	19	.	19	366
sll0543|22	sll0543|22	1	21	.	21	200
sll0543|40	sll0543|40	1	17	.	17	151
fraH|67	fraH|67	1	17	.	17	35
fraH|28	fraH|28	1	17	.	17	118
fraH|87	fraH|87	1	22	.	22	199
fraH|12	fraH|12	1	22	.	22	323
fraH|43	fraH|43	1	20	.	20	70
map2|46	map2|46	1	19	.	19	85
map2|156	map2|156	1	18	.	18	169
map2|128	map2|128	1	22	.	22	131
map2|229	map2|229	1	17	.	17	15
map2|243	map2|243	1	22	.	22	135
map1|129	map1|129	1	21	.	21	159
map1|117	map1|117	1	20	.	20	633
map1|102	map1|102	1	18	.	18	31
map1|89	map1|89	1	17	.	17	62
map1|68	map1|68	1	20	.	20	95
cyp2|33	cyp2|33	1	19	.	19	87
cyp2|339	cyp2|339	1	21	.	21	178
cyp2|60	cyp2|60	1	19	.	19	15
cyp2|363	cyp2|363	1	22	.	22	148
cyp2|267	cyp2|267	1	19	.	19	60
slr0076|19	slr0076|19	1	21	.	21	16
slr0076|168	slr0076|168	1	20	.	20	235
slr0076|88	slr0076|88	1	19	.	19	11
slr0076|142	slr0076|142	1	19	.	19	145
slr0076|73	slr0076|73	1	18	.	18	18
blaOXA-3|66	blaOXA-3|66	1	20	.	20	210
blaOXA-3|139	blaOXA-3|139	1	22	.	22	90
blaOXA-3|196	blaOXA-3|196	1	17	.	17	274
blaOXA-3|102	blaOXA-3|102	1	20	.	20	199
blaOXA-3|229	blaOXA-3|229	1	20	.	20	195
slr0309|101	slr0309|101	1	17	.	17	271
slr0309|167	slr0309|167	1	17	.	17	50
slr0309|12	slr0309|12	1	20	.	20	180
slr0309|130	slr0309|130	1	19	.	19	452
slr0309|119	slr0309|119	1	21	.	21	167
sll1330|35	sll1330|35	1	17	.	17	83
sll1330|107	sll1330|107	1	20	.	20	243
sll1330|83	sll1330|83	1	21	.	21	105
sll1330|65	sll1330|65	1	22	.	22	100
sll1330|6	sll1330|6	1	20	.	20	156
sll1333|67	sll1333|67	1	22	.	22	218
sll1333|144	sll1333|144	1	19	.	19	162
sll1333|89	sll1333|89	1	22	.	22	65
sll1333|108	sll1333|108	1	17	.	17	42
sll1333|246	sll1333|246	1	20	.	20	163
sll1488|101	sll1488|101	1	18	.	18	54
sll1488|118	sll1488|118	1	20	.	20	128
sll1488|60	sll1488|60	1	22	.	22	282
sll1488|133	sll1488|133	1	22	.	22	103
sll1488|145	sll1488|145	1	17	.	17	236
sll1334|260	sll1334|260	1	22	.	22	79
sll1334|307	sll1334|307	1	17	.	17	24
sll1334|274	sll1334|274	1	19	.	19	251
sll1334|149	sll1334|149	1	19	.	19	72
sll1334|43	sll1334|43	1	21	.	21	130
sll1336|86	sll1336|86	1	22	.	22	427
sll1336|97	sll1336|97	1	19	.	19	140
sll1336|29	sll1336|29	1	17	.	17	580
sll1336|134	sll1336|134	1	19	.	19	205
sll1336|66	sll1336|66	1	18	.	18	111
sll1338|128	sll1338|128	1	20	.	20	114
sll1338|116	sll1338|116	1	22	.	22	28
sll1338|144	sll1338|144	1	19	.	19	49
sll1338|67	sll1338|67	1	19	.	19	133
sll1338|23	sll1338|23	1	22	.	22	151
dnaJ4|82	dnaJ4|82	1	18	.	18	149
dnaJ4|96	dnaJ4|96	1	22	.	22	78
dnaJ4|3	dnaJ4|3	1	21	.	21	98
dnaJ4|67	dnaJ4|67	1	17	.	17	144
dnaJ4|17	dnaJ4|17	1	17	.	17	56
amt3|196	amt3|196	1	19	.	19	237
amt3|4	amt3|4	1	21	.	21	221
amt3|269	amt3|269	1	21	.	21	112
amt3|313	amt3|313	1	22	.	22	80
amt3|295	amt3|295	1	22	.	22	56
ndhF4|155	ndhF4|155	1	19	.	19	78
ndhF4|86	ndhF4|86	1	22	.	22	143
ndhF4|62	ndhF4|62	1	19	.	19	151
ndhF4|104	ndhF4|104	1	21	.	21	68
ndhF4|169	ndhF4|169	1	20	.	20	143
slr0651|28	slr0651|28	1	20	.	20	0
slr0651|62	slr0651|62	1	19	.	19	23
slr0651|216	slr0651|216	1	21	.	21	1
slr0651|149	slr0651|149	1	18	.	18	1
slr0651|46	slr0651|46	1	21	.	21	2
slr1451|4	slr1451|4	1	18	.	18	104
slr1451|91	slr1451|91	1	22	.	22	45
slr1451|66	slr1451|66	1	18	.	18	8
slr1451|18	slr1451|18	1	21	.	21	81
slr1451|128	slr1451|128	1	19	.	19	161
slr1456|50	slr1456|50	1	18	.	18	28
slr1456|133	slr1456|133	1	19	.	19	167
slr1456|205	slr1456|205	1	21	.	21	135
slr1456|151	slr1456|151	1	22	.	22	118
slr1456|187	slr1456|187	1	19	.	19	231
slr0656|41	slr0656|41	1	21	.	21	185
slr0656|77	slr0656|77	1	22	.	22	102
slr0656|89	slr0656|89	1	20	.	20	181
slr0656|61	slr0656|61	1	22	.	22	148
slr0656|4	slr0656|4	1	17	.	17	596
slr0655|9	slr0655|9	1	22	.	22	20
slr0655|51	slr0655|51	1	19	.	19	100
slr0655|80	slr0655|80	1	18	.	18	164
slr0655|20	slr0655|20	1	17	.	17	164
slr0655|112	slr0655|112	1	21	.	21	322
slr0654|151	slr0654|151	1	20	.	20	114
slr0654|61	slr0654|61	1	22	.	22	398
slr0654|242	slr0654|242	1	22	.	22	164
slr0654|97	slr0654|97	1	19	.	19	167
slr0654|25	slr0654|25	1	18	.	18	151
slr0658|146	slr0658|146	1	17	.	17	191
slr0658|268	slr0658|268	1	17	.	17	119
slr0658|34	slr0658|34	1	20	.	20	100
slr0658|239	slr0658|239	1	21	.	21	259
slr0658|4	slr0658|4	1	22	.	22	117
slr0712|67	slr0712|67	1	20	.	20	48
slr0712|95	slr0712|95	1	19	.	19	20
slr0712|160	slr0712|160	1	22	.	22	115
slr0712|4	slr0712|4	1	17	.	17	80
slr0712|145	slr0712|145	1	20	.	20	125
clpX|46	clpX|46	1	20	.	20	111
clpX|150	clpX|150	1	20	.	20	2256
clpX|3	clpX|3	1	20	.	20	117
clpX|77	clpX|77	1	18	.	18	295
clpX|163	clpX|163	1	22	.	22	738
cmpR|46	cmpR|46	1	17	.	17	155
cmpR|10	cmpR|10	1	20	.	20	188
cmpR|106	cmpR|106	1	19	.	19	147
cmpR|91	cmpR|91	1	22	.	22	224
cmpR|64	cmpR|64	1	18	.	18	162
slr0711|19	slr0711|19	1	21	.	21	402
slr0711|95	slr0711|95	1	18	.	18	189
slr0711|83	slr0711|83	1	19	.	19	40
slr0711|67	slr0711|67	1	22	.	22	56
slr0711|4	slr0711|4	1	17	.	17	480
pknA4|129	pknA4|129	1	17	.	17	64
pknA4|558	pknA4|558	1	22	.	22	269
pknA4|8	pknA4|8	1	17	.	17	158
pknA4|93	pknA4|93	1	20	.	20	73
pknA4|40	pknA4|40	1	21	.	21	113
ssl1707|135	ssl1707|135	1	21	.	21	192
ssl1707|226	ssl1707|226	1	22	.	22	621
ssl1707|85	ssl1707|85	1	20	.	20	247
ssl1004|21	ssl1004|21	1	19	.	19	23
ssl1004|159	ssl1004|159	1	22	.	22	177
ssl1004|37	ssl1004|37	1	19	.	19	56
ssl1004|131	ssl1004|131	1	21	.	21	67
ssl1004|105	ssl1004|105	1	22	.	22	353
panB|166	panB|166	1	22	.	22	5
panB|59	panB|59	1	21	.	21	22
panB|48	panB|48	1	20	.	20	6
panB|85	panB|85	1	22	.	22	415
panB|133	panB|133	1	17	.	17	23
cmpB|4	cmpB|4	1	19	.	19	103
cmpB|90	cmpB|90	1	21	.	21	77
cmpB|16	cmpB|16	1	18	.	18	111
cmpB|162	cmpB|162	1	19	.	19	44
cmpB|139	cmpB|139	1	17	.	17	151
ssl1277|134	ssl1277|134	1	22	.	22	196
ssl2667|44	ssl2667|44	1	18	.	18	83
ssl2667|99	ssl2667|99	1	22	.	22	184
ssl2667|136	ssl2667|136	1	22	.	22	296
ssl2667|148	ssl2667|148	1	18	.	18	168
ssl2667|198	ssl2667|198	1	22	.	22	97
slr0551|39	slr0551|39	1	19	.	19	104
slr0551|165	slr0551|165	1	21	.	21	566
slr0551|19	slr0551|19	1	20	.	20	401
slr0551|73	slr0551|73	1	22	.	22	175
slr0551|129	slr0551|129	1	17	.	17	228
slr0552|4	slr0552|4	1	20	.	20	211
slr0552|64	slr0552|64	1	19	.	19	166
slr0552|15	slr0552|15	1	22	.	22	424
slr0552|30	slr0552|30	1	19	.	19	159
slr0552|92	slr0552|92	1	19	.	19	183
slr0553|115	slr0553|115	1	22	.	22	97
slr0553|101	slr0553|101	1	19	.	19	181
slr0553|144	slr0553|144	1	21	.	21	133
slr0553|7	slr0553|7	1	18	.	18	81
slr0553|40	slr0553|40	1	19	.	19	420
slr0554|24	slr0554|24	1	19	.	19	86
slr0554|8	slr0554|8	1	17	.	17	68
slr0554|125	slr0554|125	1	17	.	17	226
slr0554|52	slr0554|52	1	21	.	21	208
slr0554|113	slr0554|113	1	20	.	20	70
slr0556|88	slr0556|88	1	19	.	19	140
slr0556|103	slr0556|103	1	21	.	21	25
slr0556|7	slr0556|7	1	17	.	17	175
slr0556|70	slr0556|70	1	19	.	19	300
slr0556|41	slr0556|41	1	18	.	18	140
sll0031|28	sll0031|28	1	19	.	19	44
sll0031|204	sll0031|204	1	20	.	20	122
sll0031|62	sll0031|62	1	17	.	17	23
sll0031|47	sll0031|47	1	17	.	17	100
sll0031|79	sll0031|79	1	22	.	22	107
sll0033|10	sll0033|10	1	17	.	17	189
sll0033|113	sll0033|113	1	21	.	21	56
sll0033|235	sll0033|235	1	19	.	19	58
sll0033|67	sll0033|67	1	20	.	20	276
sll0033|223	sll0033|223	1	20	.	20	751
nifJ|9	nifJ|9	1	17	.	17	256
nifJ|59	nifJ|59	1	22	.	22	75
nifJ|22	nifJ|22	1	20	.	20	266
nifJ|46	nifJ|46	1	21	.	21	106
nifJ|79	nifJ|79	1	22	.	22	74
sll0034|22	sll0034|22	1	19	.	19	140
sll0034|69	sll0034|69	1	21	.	21	732
sll0034|35	sll0034|35	1	21	.	21	135
sll0034|81	sll0034|81	1	21	.	21	117
sll0034|47	sll0034|47	1	22	.	22	111
sll0037|54	sll0037|54	1	22	.	22	26
sll0037|75	sll0037|75	1	17	.	17	128
sll0037|92	sll0037|92	1	22	.	22	28
sll0037|4	sll0037|4	1	20	.	20	23
sll0037|39	sll0037|39	1	18	.	18	10
sll0036|7	sll0036|7	1	18	.	18	65
sll0036|95	sll0036|95	1	18	.	18	266
sll0036|199	sll0036|199	1	22	.	22	121
sll0036|106	sll0036|106	1	22	.	22	75
sll0036|25	sll0036|25	1	21	.	21	67
sll0039|312	sll0039|312	1	22	.	22	45
sll0039|85	sll0039|85	1	18	.	18	177
sll0039|228	sll0039|228	1	22	.	22	120
sll0039|284	sll0039|284	1	18	.	18	182
sll0039|124	sll0039|124	1	18	.	18	213
sll0038|9	sll0038|9	1	19	.	19	104
sll0038|33	sll0038|33	1	22	.	22	77
sll0038|64	sll0038|64	1	21	.	21	61
sll0038|52	sll0038|52	1	21	.	21	211
sll0038|22	sll0038|22	1	19	.	19	69
sll0630|89	sll0630|89	1	17	.	17	87
sll0630|21	sll0630|21	1	18	.	18	481
sll0630|67	sll0630|67	1	21	.	21	174
sll0630|52	sll0630|52	1	22	.	22	44
sll0630|116	sll0630|116	1	22	.	22	591
slr0929|110	slr0929|110	1	19	.	19	186
slr0929|153	slr0929|153	1	20	.	20	164
slr0929|10	slr0929|10	1	19	.	19	122
slr0929|56	slr0929|56	1	20	.	20	80
slr0929|43	slr0929|43	1	17	.	17	158
ssr1562|128	ssr1562|128	1	21	.	21	129
ssr1562|113	ssr1562|113	1	19	.	19	199
ssr1562|148	ssr1562|148	1	18	.	18	225
ssr1562|30	ssr1562|30	1	21	.	21	104
psaK2|150	psaK2|150	1	21	.	21	189
psaK2|139	psaK2|139	1	17	.	17	126
psaK2|232	psaK2|232	1	18	.	18	173
psaK2|170	psaK2|170	1	21	.	21	107
psaK2|13	psaK2|13	1	17	.	17	155
modA|124	modA|124	1	19	.	19	212
modA|145	modA|145	1	19	.	19	272
modA|104	modA|104	1	20	.	20	77
modA|29	modA|29	1	20	.	20	78
modA|80	modA|80	1	22	.	22	85
slr1424|10	slr1424|10	1	19	.	19	9
slr1424|81	slr1424|81	1	21	.	21	10
slr1424|52	slr1424|52	1	18	.	18	15
slr1424|145	slr1424|145	1	21	.	21	10
slr1424|109	slr1424|109	1	21	.	21	4
slr0537|65	slr0537|65	1	22	.	22	238
slr0537|79	slr0537|79	1	20	.	20	178
slr0537|281	slr0537|281	1	17	.	17	136
slr0537|241	slr0537|241	1	20	.	20	124
slr0537|146	slr0537|146	1	22	.	22	100
ndhI|199	ndhI|199	1	21	.	21	54
ndhI|147	ndhI|147	1	21	.	21	221
ndhI|129	ndhI|129	1	21	.	21	75
ndhI|88	ndhI|88	1	22	.	22	182
ndhI|111	ndhI|111	1	21	.	21	65
ssb|34	ssb|34	1	17	.	17	5
ssb|129	ssb|129	1	20	.	20	57
ssb|91	ssb|91	1	21	.	21	161
ssb|17	ssb|17	1	18	.	18	2
ssb|178	ssb|178	1	20	.	20	101
sll0896|84	sll0896|84	1	18	.	18	149
sll0896|42	sll0896|42	1	20	.	20	87
sll0896|256	sll0896|256	1	19	.	19	130
sll0896|19	sll0896|19	1	19	.	19	103
sll0896|179	sll0896|179	1	17	.	17	58
ape2|28	ape2|28	1	20	.	20	87
ape2|66	ape2|66	1	22	.	22	443
ape2|54	ape2|54	1	21	.	21	68
ape2|78	ape2|78	1	19	.	19	27
ape2|13	ape2|13	1	18	.	18	23
glmU|57	glmU|57	1	18	.	18	2
glmU|239	glmU|239	1	21	.	21	17
glmU|37	glmU|37	1	20	.	20	2
glmU|120	glmU|120	1	19	.	19	27
glmU|261	glmU|261	1	17	.	17	25
slr1421|61	slr1421|61	1	21	.	21	138
slr1421|231	slr1421|231	1	22	.	22	93
slr1421|115	slr1421|115	1	21	.	21	117
slr1421|207	slr1421|207	1	19	.	19	19
slr1421|150	slr1421|150	1	17	.	17	81
slr1420|132	slr1420|132	1	19	.	19	202
slr1420|52	slr1420|52	1	18	.	18	148
slr1420|118	slr1420|118	1	20	.	20	13
slr1420|29	slr1420|29	1	22	.	22	67
slr1420|14	slr1420|14	1	17	.	17	99
nadB|83	nadB|83	1	21	.	21	33
nadB|50	nadB|50	1	20	.	20	40
nadB|37	nadB|37	1	17	.	17	158
nadB|72	nadB|72	1	18	.	18	65
nadB|100	nadB|100	1	18	.	18	115
nadA|31	nadA|31	1	22	.	22	54
nadA|118	nadA|118	1	17	.	17	36
nadA|97	nadA|97	1	22	.	22	151
nadA|7	nadA|7	1	17	.	17	10
nadA|18	nadA|18	1	18	.	18	55
slr1429|154	slr1429|154	1	18	.	18	170
slr1429|80	slr1429|80	1	18	.	18	143
slr1429|7	slr1429|7	1	19	.	19	165
slr1429|61	slr1429|61	1	17	.	17	78
slr1429|179	slr1429|179	1	18	.	18	118
hemE|132	hemE|132	1	21	.	21	38
hemE|83	hemE|83	1	18	.	18	14
hemE|21	hemE|21	1	21	.	21	2
hemE|63	hemE|63	1	22	.	22	68
hemE|40	hemE|40	1	19	.	19	81
slr0765|172	slr0765|172	1	18	.	18	203
slr0765|241	slr0765|241	1	21	.	21	155
slr0765|183	slr0765|183	1	17	.	17	146
slr0765|159	slr0765|159	1	21	.	21	95
slr0765|100	slr0765|100	1	20	.	20	121
sll0529|115	sll0529|115	1	21	.	21	124
sll0529|127	sll0529|127	1	18	.	18	56
sll0529|100	sll0529|100	1	17	.	17	103
sll0529|83	sll0529|83	1	19	.	19	165
sll0529|4	sll0529|4	1	17	.	17	91
sll0528|115	sll0528|115	1	21	.	21	189
sll0528|139	sll0528|139	1	19	.	19	93
sll0528|128	sll0528|128	1	18	.	18	157
sll0528|44	sll0528|44	1	20	.	20	244
sll0528|157	sll0528|157	1	18	.	18	57
sll0525|224	sll0525|224	1	17	.	17	108
sll0525|238	sll0525|238	1	21	.	21	207
sll0525|77	sll0525|77	1	20	.	20	71
sll0525|148	sll0525|148	1	17	.	17	337
sll0525|19	sll0525|19	1	21	.	21	59
sll0524|206	sll0524|206	1	21	.	21	185
sll0524|124	sll0524|124	1	20	.	20	349
sll0524|56	sll0524|56	1	17	.	17	159
sll0524|84	sll0524|84	1	19	.	19	181
sll0524|45	sll0524|45	1	18	.	18	54
ssl1263|145	ssl1263|145	1	20	.	20	174
ssl1263|47	ssl1263|47	1	18	.	18	343
ssl1263|172	ssl1263|172	1	19	.	19	131
ssl1263|76	ssl1263|76	1	17	.	17	128
ssl1263|124	ssl1263|124	1	17	.	17	208
dapA|22	dapA|22	1	20	.	20	18
dapA|33	dapA|33	1	17	.	17	43
dapA|67	dapA|67	1	17	.	17	80
dapA|56	dapA|56	1	19	.	19	19
dapA|122	dapA|122	1	22	.	22	313
slr0930|64	slr0930|64	1	18	.	18	101
slr0930|21	slr0930|21	1	21	.	21	184
slr0930|53	slr0930|53	1	17	.	17	93
slr0930|9	slr0930|9	1	17	.	17	67
slr0930|37	slr0930|37	1	19	.	19	74
sll0744|58	sll0744|58	1	19	.	19	215
sll0744|42	sll0744|42	1	20	.	20	64
sll0744|275	sll0744|275	1	19	.	19	113
sll0744|136	sll0744|136	1	20	.	20	86
sll0744|14	sll0744|14	1	17	.	17	24
sll0743|220	sll0743|220	1	18	.	18	193
sll0743|397	sll0743|397	1	20	.	20	21
sll0743|358	sll0743|358	1	18	.	18	105
sll0743|385	sll0743|385	1	21	.	21	140
sll0743|209	sll0743|209	1	20	.	20	8
sll0742|61	sll0742|61	1	20	.	20	108
sll0742|226	sll0742|226	1	17	.	17	221
sll0742|209	sll0742|209	1	22	.	22	39
sll0742|41	sll0742|41	1	20	.	20	118
sll0742|290	sll0742|290	1	17	.	17	180
sll0740|53	sll0740|53	1	17	.	17	211
sll0740|258	sll0740|258	1	17	.	17	44
sll0740|100	sll0740|100	1	22	.	22	106
sll0740|355	sll0740|355	1	20	.	20	178
sll0740|111	sll0740|111	1	18	.	18	110
petM|67	petM|67	1	19	.	19	82
petM|52	petM|52	1	18	.	18	116
petM|4	petM|4	1	21	.	21	183
gltB2|15	gltB2|15	1	18	.	18	119
gltB2|27	gltB2|27	1	22	.	22	144
gltB2|4	gltB2|4	1	21	.	21	176
gltB2|40	gltB2|40	1	19	.	19	76
gltB2|52	gltB2|52	1	22	.	22	148
slr1428|184	slr1428|184	1	19	.	19	28
slr1428|54	slr1428|54	1	17	.	17	44
slr1428|201	slr1428|201	1	20	.	20	32
slr1428|91	slr1428|91	1	22	.	22	48
slr1428|152	slr1428|152	1	18	.	18	25
sll0624|150	sll0624|150	1	19	.	19	51
sll0624|193	sll0624|193	1	17	.	17	119
sll0624|14	sll0624|14	1	20	.	20	172
sll0625|17	sll0625|17	1	21	.	21	115
sll0625|90	sll0625|90	1	19	.	19	115
sll0625|3	sll0625|3	1	19	.	19	214
sll0625|111	sll0625|111	1	18	.	18	82
sll0625|73	sll0625|73	1	17	.	17	160
aroE|92	aroE|92	1	20	.	20	62
aroE|3	aroE|3	1	19	.	19	15
aroE|61	aroE|61	1	22	.	22	47
aroE|29	aroE|29	1	21	.	21	37
aroE|48	aroE|48	1	17	.	17	88
ndhD4|68	ndhD4|68	1	17	.	17	145
ndhD4|57	ndhD4|57	1	18	.	18	39
ndhD4|112	ndhD4|112	1	17	.	17	155
ndhD4|94	ndhD4|94	1	19	.	19	181
ndhD4|162	ndhD4|162	1	17	.	17	159
sll0898|204	sll0898|204	1	21	.	21	33
sll0898|84	sll0898|84	1	22	.	22	247
sll0898|4	sll0898|4	1	18	.	18	173
sll0898|165	sll0898|165	1	22	.	22	120
sll0898|97	sll0898|97	1	22	.	22	57
proC|4	proC|4	1	22	.	22	317
proC|76	proC|76	1	17	.	17	97
proC|108	proC|108	1	21	.	21	34
proC|119	proC|119	1	19	.	19	9
proC|46	proC|46	1	22	.	22	73
asnS|81	asnS|81	1	21	.	21	70
asnS|164	asnS|164	1	19	.	19	93
asnS|61	asnS|61	1	21	.	21	92
asnS|99	asnS|99	1	17	.	17	146
asnS|118	asnS|118	1	18	.	18	40
murC|88	murC|88	1	18	.	18	25
murC|158	murC|158	1	21	.	21	26
murC|42	murC|42	1	20	.	20	2
murC|142	murC|142	1	18	.	18	17
murC|107	murC|107	1	20	.	20	23
murE|64	murE|64	1	19	.	19	9
murE|83	murE|83	1	20	.	20	133
murE|46	murE|46	1	17	.	17	27
murE|130	murE|130	1	21	.	21	40
murE|118	murE|118	1	21	.	21	33
sll0493|98	sll0493|98	1	19	.	19	553
sll0493|62	sll0493|62	1	22	.	22	539
sll0493|184	sll0493|184	1	20	.	20	483
sll0493|32	sll0493|32	1	18	.	18	193
sll0493|131	sll0493|131	1	21	.	21	162
ddh|146	ddh|146	1	18	.	18	127
ddh|59	ddh|59	1	17	.	17	69
ddh|47	ddh|47	1	18	.	18	136
ddh|134	ddh|134	1	19	.	19	161
ddh|94	ddh|94	1	21	.	21	199
sll0737|91	sll0737|91	1	20	.	20	130
sll0737|16	sll0737|16	1	18	.	18	4
sll0737|62	sll0737|62	1	20	.	20	183
sll0737|34	sll0737|34	1	22	.	22	86
sll0737|4	sll0737|4	1	21	.	21	236
lysA|18	lysA|18	1	17	.	17	45
lysA|63	lysA|63	1	18	.	18	45
lysA|7	lysA|7	1	21	.	21	11
lysA|31	lysA|31	1	22	.	22	29
lysA|52	lysA|52	1	20	.	20	27
sll0536|272	sll0536|272	1	17	.	17	128
sll0536|10	sll0536|10	1	22	.	22	106
sll0536|159	sll0536|159	1	20	.	20	193
sll0536|214	sll0536|214	1	20	.	20	137
sll0536|64	sll0536|64	1	18	.	18	70
sll0739|55	sll0739|55	1	20	.	20	180
sll0739|43	sll0739|43	1	20	.	20	146
sll0739|31	sll0739|31	1	17	.	17	118
sll0739|18	sll0739|18	1	20	.	20	83
sll0739|4	sll0739|4	1	18	.	18	211
slr1557|74	slr1557|74	1	21	.	21	113
